source1_entity_id,matched_entity_ids
S1-484407119,"S2-21112442,S2-921063987,S3-823931202,S3-429993985"
S1-426286884,"S2-850390202,S2-74069367,S2-293139214,S3-206008696"
S1-887459007,"S2-440783912,S3-830077998"
S1-56052914,"S2-792380157,S2-681876663,S3-41249295,S3-811271882"
S1-863005943,"S2-348237717,S2-644157481,S2-955632644,S3-889359369"
S1-732715377,"S2-206988548,S3-70720271,S3-135266928,S3-627265620"
S1-738123566,"S2-654680051,S3-120878151,S3-150464294"
S1-369568341,"S2-54759562,S3-358924728,S3-362319042,S3-923473395,S3-107920620"
S1-404146190,"S2-818166366,S3-305047191,S3-632413124"
S1-599426082,"S2-78391122,S2-798206312,S2-87464556"
S1-744901945,"S2-178501523,S2-873624335,S3-326803045,S3-574658512,S3-577999269,S3-203267869"
S1-655725251,"S2-52648052,S3-371441608,S3-651356625,S3-958784862"
S1-259539581,"S2-170318464,S2-108781745,S2-602312568,S3-950417611,S3-950631421"
S1-178591313,"S2-260051038,S2-166153624,S2-305829467,S3-134379431,S3-715244259,S3-737289519"
S1-60730377,"S2-667702892,S2-650813277,S2-163535600,S3-936358055"
S1-92310945,"S2-286711306,S2-245827966,S2-52672056,S3-820760733"
S1-510492114,"S2-82177728,S2-248145172,S3-481491113"
S1-916883248,"S2-717161801,S3-122306271"
S1-308561991,"S2-506734647,S2-513820917,S2-111682030"
S1-193907160,"S2-75014474,S2-390969425,S3-167867795,S3-143462042,S3-782358176"
S1-257694988,S2-350328939
S1-80008861,"S2-630610982,S2-377856144,S2-583479859,S3-580606422"
S1-367965408,"S2-987241435,S2-768158375,S2-567477340,S3-407175661"
S1-290747023,
S1-251778155,"S2-689783402,S2-952422276,S3-397636839"
S1-408282833,"S2-236180752,S3-378818358,S3-335628757,S3-243568823"
S1-176795507,"S2-474045840,S2-334407008,S3-862241126"
S1-407568391,"S2-144397398,S2-726231642,S2-312265484,S3-175760343,S3-465546674"
S1-12935157,"S2-561176874,S2-115668447,S3-327511840,S3-321218724,S3-720055138,S3-367163330"
S1-928981538,"S2-608494601,S2-445453256,S3-457672563"
S1-284289718,"S2-713115022,S2-612802340,S2-208203453,S3-654880149,S3-952941384"
S1-495498850,"S2-981380393,S3-245376982"
S1-624571479,"S2-704870410,S3-33784655,S3-362643404"
S1-866928848,"S2-69059879,S2-865052343,S2-87272659,S2-590663995,S2-357240229,S3-816444965"
S1-329462885,"S2-276210287,S2-935807597,S2-381185558,S3-950048180,S3-624439460"
S1-564395844,"S2-546250865,S3-162791567,S3-880584647,S3-991299319,S3-839980952"
S1-902847640,
S1-906021462,"S3-223437777,S3-468103770,S3-470447188"
S1-891629517,"S2-590445948,S2-420859311,S2-271108381,S3-829773330,S3-25326598,S3-915058181"
S1-144208888,"S2-561895094,S2-472519003,S2-965654552,S3-376309071,S3-161699347,S3-157679835,S3-306902392"
S1-763162712,"S3-908338614,S3-822573323,S3-173351171,S3-343196504"
S1-127033655,"S2-782466443,S2-930825633,S2-44232745,S2-747847927,S2-757598680"
S1-424228464,"S3-936679236,S3-305109390"
S1-869467752,"S2-236700005,S2-338550882,S3-321434368"
S1-697636443,"S2-641693314,S3-277578737"
S1-657938402,"S2-120417988,S2-747409912,S3-519884855,S3-495175152,S3-462386200"
S1-906364751,"S2-926760988,S3-667356309"
S1-212572135,"S2-735041076,S3-170549743,S3-958144807,S3-701838785,S3-239462853"
S1-598512250,"S2-415620361,S2-23712281,S3-693991277,S3-917567073,S3-205620039,S3-163042656"
S1-94686721,
S1-696760666,"S2-145465967,S3-495531228,S3-418049516,S3-894396617"
S1-972160894,"S2-56049751,S2-955529754,S2-866820366,S2-352578013,S3-616025932"
S1-954789816,"S2-241594905,S3-108761114"
S1-853791031,"S2-10991741,S2-767089747,S2-75209950,S3-99662924"
S1-923899339,"S2-823839434,S2-184817500,S2-727232195,S3-3775488"
S1-391642804,"S2-837821703,S2-410419435,S3-350181656,S3-766228042"
S1-454836806,"S2-937624776,S2-279338950,S3-830922721"
S1-354464285,"S2-232997705,S3-410448165"
S1-759792976,S2-945195319
S1-37440109,"S2-145885130,S2-603891377,S3-228421661"
S1-31337864,S2-588546834
S1-793693878,"S2-813104998,S3-95992098,S3-92383924,S3-272092113,S3-145917515"
S1-994883256,"S2-51789965,S2-296838235,S2-22621285,S3-592768828,S3-576099721"
S1-298800705,"S2-661576618,S2-634626006,S2-531571968,S3-822197868,S3-163281531"
S1-578559398,S3-945646236
S1-693139622,S3-902943633
S1-963434730,"S2-55376293,S2-393063685,S3-133825687"
S1-249562693,"S2-133341921,S2-623453362,S2-476341266,S2-256632013,S3-966210907"
S1-60349084,"S2-470264038,S2-996971297,S2-731158237,S3-23995020,S3-21961017,S3-146906392,S3-840480264"
S1-545777702,"S2-427203225,S3-77341464,S3-65571366"
S1-544443664,"S2-747635516,S3-141945013"
S1-782594575,
S1-759557171,"S2-138152281,S3-983980294"
S1-82948885,S3-566547748
S1-643783991,"S2-308447347,S3-873376093,S3-136789656"
S1-864280660,"S2-64033088,S2-853689408,S3-491745068,S3-510316532"
S1-441923473,
S1-493838322,"S3-456648561,S3-882966110"
S1-741880918,"S2-516285024,S3-345335532,S3-235446517,S3-369799886"
S1-969819693,"S2-636012326,S2-801187536,S3-784984513"
S1-465166879,"S2-137666775,S3-661817671,S3-276310142"
S1-395480421,"S2-864565705,S2-9840890,S2-271576978,S2-406535709,S3-123653023,S3-404734219,S3-158892741"
S1-308980861,
S1-228664326,"S2-579159658,S3-14900563"
S1-662273765,"S2-497714863,S2-96957089,S3-60900355,S3-240169167,S3-79066497"
S1-90428246,"S2-952780082,S2-755187533,S3-306295571"
S1-515065018,
S1-74806560,"S2-830409248,S3-147600205"
S1-348546812,S2-314493349
S1-977021194,"S3-425053073,S3-231706353,S3-86592982,S3-196960414"
S1-392046494,"S2-835447724,S3-857882480,S3-917167892,S3-360143389"
S1-392497471,"S2-626765327,S2-432501699,S3-454436353,S3-344671247"
S1-157977881,"S2-830716098,S2-732313721,S2-442253438,S3-566850069"
S1-474636430,"S2-960238819,S3-465640398"
S1-659633789,"S2-296742021,S2-954302228,S3-795044593"
S1-655904392,"S2-779375511,S3-14771983,S3-680473967,S3-261632983,S3-204529214"
S1-711725589,"S2-747651349,S2-885782491,S3-726359874"
S1-643770428,"S2-540525496,S2-252297659"
S1-386013531,"S2-641974036,S3-646765469"
S1-222705755,"S2-80118562,S2-354786315,S3-158873492,S3-692959238"
S1-781934976,"S2-827675651,S2-316957286,S3-604994244"
S1-935668979,"S2-378678013,S3-17995551,S3-65944892"
S1-553523495,S3-570610168
S1-833315233,"S2-993253228,S2-763288097,S3-835915346,S3-411981696"
S1-275473632,"S2-851424785,S2-352736091,S3-520793355"
S1-840026290,"S2-736315859,S2-870691352"
S1-96033128,"S2-295482593,S2-329344274,S2-741146908,S3-985169539,S3-10586319"
S1-436998972,"S2-83324872,S2-378223641"
S1-574148640,"S2-132128979,S2-657269038,S2-270278450,S3-417302576,S3-993674116"
S1-641350244,"S2-658342774,S3-155114559"
S1-355968466,"S2-742352100,S3-307601036,S3-426312453,S3-462939146"
S1-548749672,"S3-830064035,S3-406881946,S3-256595828"
S1-462253786,"S3-593875047,S3-705512922"
S1-221245604,"S2-529253926,S3-512012834,S3-664614158"
S1-63371521,"S2-526144613,S2-633776662,S2-179993909,S3-404983702,S3-286574678"
S1-433438788,"S2-68599869,S3-886439410,S3-94215705,S3-329521266"
S1-562149928,"S2-823117628,S2-679841221,S2-974809882,S2-646091787,S2-263017772,S3-256290419"
S1-357219664,"S2-829521719,S2-661206813,S3-78364526"
S1-728720579,"S2-745103286,S2-888036617,S3-974452977,S3-937254784"
S1-727049285,"S2-136776558,S2-321520254,S3-507634212"
S1-948196939,"S2-230510386,S3-675523117,S3-543744196"
S1-962124684,"S2-265058041,S2-803102097"
S1-128947559,
S1-971872319,"S2-743721084,S2-702941565,S2-978516572,S3-575445760,S3-249153138,S3-953453424"
S1-180072038,"S2-619586666,S2-508627424,S2-938759778,S3-161229790"
S1-944414367,"S2-627931569,S2-441069235,S2-653263553,S3-777264688,S3-718012714,S3-899694992"
S1-177328092,"S2-911224757,S3-123966767"
S1-979102344,"S2-129729903,S2-561375654,S3-666544632,S3-2788471,S3-80764476,S3-251782655"
S1-684006257,"S2-342565090,S2-480089473,S2-387140873,S3-910414525"
S1-180891072,"S2-385675725,S2-163084737,S3-99183204,S3-522627263"
S1-826670471,"S2-355666104,S3-28706350"
S1-163788003,"S2-243160275,S2-7675315,S3-695123432,S3-718842649,S3-318530809,S3-349986303"
S1-615358880,"S2-578513579,S3-886132973"
S1-295569157,"S2-560046879,S3-208466236,S3-524825562"
S1-639317729,"S2-733335986,S3-438899588,S3-627153670,S3-905546117,S3-436653395"
S1-564892748,"S2-499707278,S3-452455811,S3-427169438"
S1-760144220,"S2-775233710,S3-384134665"
S1-301139168,"S2-295629814,S2-562080920,S3-382959383,S3-118859600"
S1-900444503,"S2-278040122,S2-569003464,S3-128378212"
S1-24906527,"S2-343530192,S3-319240089"
S1-891466173,"S2-942706973,S3-175065157,S3-316209806,S3-46385098"
S1-851907617,"S2-142439536,S2-661072880,S3-700431149,S3-958697142"
S1-725334592,"S2-605139090,S3-562849884,S3-368545405"
S1-244526349,"S2-505537577,S3-252263589,S3-473882312,S3-638979351"
S1-605712520,"S2-195605940,S2-739425229,S3-616524815"
S1-669462160,"S2-826167998,S2-656390806"
S1-513076441,"S2-120879452,S2-509641303"
S1-477453387,"S2-733267237,S2-166889345,S3-881069655,S3-766417949,S3-445522361,S3-363534978"
S1-85217291,"S2-682541447,S3-223264697,S3-310309564,S3-867178259"
S1-9609803,"S3-893975504,S3-792770908"
S1-28324145,"S2-319465719,S3-150061307"
S1-81015138,"S2-562030737,S3-668413328,S3-364670383,S3-752790700"
S1-498726641,"S3-411884630,S3-676401679"
S1-725228128,
S1-512476796,"S2-625456614,S3-861051021,S3-817237707,S3-432126145,S3-741358884"
S1-512574509,"S2-436049171,S2-320915009,S3-388311985"
S1-560161998,"S2-236301399,S2-842014601,S2-562880973,S3-670552860"
S1-751753353,"S2-399550260,S3-348497178,S3-952798226,S3-794903627,S3-683296786"
S1-376508269,"S2-510001870,S3-252182115,S3-282057352"
S1-570208298,"S2-984276632,S2-501960314,S2-658933639,S3-642714272,S3-464471325"
S1-48813921,"S2-391834045,S2-722249509,S2-992957147,S3-229699521"
S1-409330566,"S2-983673952,S3-567917057"
S1-559567431,"S2-7368399,S3-264748312,S3-512937145"
S1-856262394,"S2-85313051,S3-408493144,S3-158966186,S3-177114931,S3-635580388"
S1-553583972,"S2-61325703,S3-671691463,S3-209537238"
S1-414996007,S2-156609291
S1-193782784,
S1-654860573,"S2-314887618,S3-487696530"
S1-250008205,"S2-620297705,S2-37926680,S3-191130492,S3-269288165,S3-630978391,S3-46035565"
S1-862784120,"S2-564005481,S3-666132028"
S1-128223620,"S2-214558410,S2-249821298,S2-724506683,S3-932708862,S3-982021257,S3-728292055"
S1-785577788,S3-870189680
S1-495983234,
S1-306485845,"S2-535865617,S3-506968955,S3-427042350,S3-954431466"
S1-383065494,"S2-66361751,S2-987115491,S3-378566523,S3-69768430"
S1-40721321,"S2-128418426,S2-704940946,S2-220378063,S3-909623519,S3-165248217"
S1-249924736,"S2-408128222,S2-784090494,S3-658251123,S3-563656556,S3-878049275,S3-873162199"
S1-902695465,"S2-274603660,S3-650499495,S3-394884033"
S1-154832508,"S2-532840979,S3-937622189,S3-16990893,S3-267071943"
S1-737258061,"S2-270069317,S2-893201564,S2-7276562,S3-773271781"
S1-498257853,"S2-810601257,S2-572629868,S3-857825055,S3-11112895,S3-576855481"
S1-917812784,"S2-478937874,S3-912785276,S3-388776126"
S1-224516324,"S2-830762278,S2-476334979,S3-985834687"
S1-287601796,"S2-199053102,S2-189466854,S3-496718908,S3-638522689"
S1-939747300,"S2-260820952,S2-995959237,S2-276191014,S2-920231686,S2-776424720,S3-744942739"
S1-555234168,"S2-269449231,S2-334864962,S2-552067223,S3-811448496,S3-392924221"
S1-467400675,"S2-578518729,S2-144065710,S2-573182239,S3-86476935"
S1-123824836,"S2-388052014,S2-936304606,S3-795831423"
S1-445811884,"S2-390494327,S2-467278215,S3-800657588,S3-341863989"
S1-626707695,"S2-712068043,S3-652859379,S3-960531900"
S1-353235833,"S2-501325106,S2-21137784,S3-599670915,S3-728771490"
S1-804735742,"S3-313796720,S3-612150579,S3-16231204"
S1-781582327,
S1-839762579,"S2-387996043,S2-936757986,S3-18953544,S3-689067636"
S1-243023375,"S3-470627035,S3-735142972"
S1-367595471,"S2-44595946,S3-781963807,S3-522739496,S3-288985176"
S1-423371913,"S2-880767144,S3-782980045"
S1-795654232,"S3-831892604,S3-672033100"
S1-858346877,"S2-890459654,S2-968551256,S3-611893964,S3-211074706"
S1-475294002,"S2-287545589,S3-861007025"
S1-713574514,"S2-95714057,S3-121365445,S3-560779037"
S1-805863106,"S2-434812519,S2-455198876,S3-115694843,S3-18179457"
S1-132778362,"S2-795741990,S2-431039383,S3-649700526"
S1-112729120,"S2-319440472,S2-925967014,S3-660542014"
S1-981697381,"S2-757956112,S3-656485191,S3-427358327,S3-373889492"
S1-461729801,"S2-904003168,S3-801589012"
S1-482881065,"S2-493395014,S3-804391480"
S1-842868058,"S2-616320645,S2-87928759,S3-236100734"
S1-83348588,S2-831207367
S1-539810127,"S2-840363135,S2-120288143,S3-138940661"
S1-226764116,"S2-390660106,S2-623447261,S3-954548267"
S1-885515558,"S2-730202634,S3-99620509,S3-192593530"
S1-254455780,"S2-520902350,S3-299885894,S3-33399769"
S1-768622299,"S2-901216071,S2-801866035,S3-446786946,S3-472241547,S3-298767346"
S1-940387668,"S2-805129792,S3-281258474,S3-686198078"
S1-724564313,"S2-658170156,S2-175255872,S3-898283598,S3-377386144,S3-922623600,S3-283462412"
S1-860707381,S3-929373169
S1-13684408,"S2-119289058,S3-678619950"
S1-798605414,"S2-618293634,S2-961311969,S2-260451852,S3-702218433"
S1-232611046,"S2-675555401,S2-943589933,S3-851675317,S3-727837793"
S1-787375059,"S2-557667376,S2-828490377,S3-708289010,S3-436546185"
S1-737200929,"S2-444852988,S2-898718970,S3-171074053,S3-669142554,S3-722150899,S3-320097182"
S1-495750342,"S2-329546785,S3-908792359"
S1-989983023,"S2-898574917,S2-186480838,S2-933438603,S3-125591969"
S1-907496870,"S2-170164124,S2-458347901,S3-845818397"
S1-531763239,"S2-571067254,S3-721850223"
S1-789867157,"S2-530606684,S2-219692633,S2-616598928,S2-65823755,S3-348463345"
S1-180039968,"S2-808236303,S2-420002193,S2-886923145"
S1-275584680,"S2-418651378,S2-795665543,S3-133751684"
S1-920504497,"S2-996155972,S2-791892841,S2-17139765,S3-427282018,S3-876006296,S3-894066566"
S1-715743074,"S3-181855797,S3-618576833"
S1-694918510,"S2-838623630,S2-784584732,S2-856091341,S2-943980439,S3-90264263"
S1-101266685,"S2-308683596,S3-553356070"
S1-820589723,
S1-724415928,"S2-627900329,S2-71578479,S3-850006438,S3-451446705,S3-422522194"
S1-590749941,"S2-942509939,S3-129925878,S3-645503946"
S1-60616823,"S2-314026909,S3-849923368,S3-115441612"
S1-183521070,"S2-63752649,S3-834708068,S3-265198003,S3-725086016,S3-304335574"
S1-536175995,"S2-250111679,S2-747838709,S2-234715423,S2-341390360,S3-620419335"
S1-319651801,"S2-874413017,S2-551173480,S2-984328934,S3-600123703,S3-704749159,S3-597815593"
S1-282418771,"S2-667778579,S2-7068218,S2-895427885,S3-442551612"
S1-918505457,"S2-665169321,S3-266106548"
S1-277111333,"S2-812114964,S2-298325263,S2-261039060,S3-982428609,S3-869894091"
S1-407554487,"S2-439038361,S3-619134355"
S1-425968474,"S3-911777054,S3-870688237"
S1-918822204,"S2-438435699,S2-409676193,S3-412871375,S3-824386856,S3-980736099,S3-112295844"
S1-273452113,"S2-819809307,S2-549263677,S2-312892566,S3-24038335,S3-285079781"
S1-275316624,"S2-78342231,S3-251849105,S3-997255870,S3-476450335,S3-966447028"
S1-218191432,"S2-930272214,S3-539984043"
S1-889578753,"S2-811579988,S2-301962462,S3-611620484"
S1-907011518,"S2-369439946,S2-148502229,S2-831006746,S3-627157411,S3-512475520"
S1-718326106,"S2-943537838,S3-480738657,S3-425705034,S3-305014966"
S1-227419474,"S2-962767070,S2-115750605,S3-297691968,S3-15268765"
S1-27385861,"S2-816182734,S3-870699497,S3-239497541,S3-555015062,S3-273091488"
S1-150709371,"S2-36378868,S2-968366752,S2-589225581"
S1-114831391,"S2-716281146,S2-514015976,S3-17851985,S3-366697740"
S1-811086377,"S2-785647621,S2-610240525,S2-798170645,S2-324331348,S2-535058130,S3-475255389,S3-294475057"
S1-722362203,"S2-147981469,S2-903965995,S3-796726703,S3-151576548"
S1-567661662,"S2-421367242,S3-954633370,S3-311939500,S3-508853947,S3-809212339"
S1-397274285,"S2-535624502,S2-8487397,S3-96540038,S3-267304710"
S1-498746888,"S2-314251949,S2-994517142,S3-855255647,S3-576799136"
S1-463991642,"S2-27470245,S2-715930602,S3-511210523,S3-583050803"
S1-108032946,"S2-145753581,S3-510097386,S3-163386100"
S1-389928732,"S2-666891329,S3-30984442,S3-317626363,S3-937405565,S3-151291113"
S1-795771225,"S2-445461378,S3-225041209"
S1-20258852,"S3-694529298,S3-327571314"
S1-979961602,"S2-195856378,S3-375380724,S3-696509487"
S1-952957729,"S2-762222614,S2-124087118,S2-8989022"
S1-503992153,"S2-787757779,S3-247854325,S3-684508231"
S1-460995323,"S2-510760486,S2-209702978,S2-595551104,S2-823665170,S3-357037488"
S1-308361570,"S3-618258067,S3-686828220"
S1-993682238,"S2-642954347,S2-597453389,S2-405484524,S3-914762998"
S1-680516696,"S2-281429167,S2-442641347,S3-899549914,S3-25149030,S3-87407338,S3-415520641,S3-122696245"
S1-894819789,"S2-492494532,S2-178337306,S3-52754186,S3-927622816"
S1-650426726,"S2-144382431,S2-640602768,S2-283486620,S3-36615639"
S1-751881275,S3-184668149
S1-790426517,"S2-1297237,S2-347084597,S3-780102070,S3-752356062"
S1-9608330,"S2-90756598,S3-415654806,S3-488308866,S3-22042647,S3-210738440,S3-708737355"
S1-755564541,"S2-383476918,S2-188879390,S2-521081401,S3-263356264,S3-938811659"
S1-981300463,"S2-688892678,S2-769589076,S2-62582985,S3-696022313"
S1-125869905,"S2-778032688,S2-482560193,S3-827563725,S3-108940821,S3-898045677"
S1-844561633,"S3-858883944,S3-648603153,S3-229234289,S3-364514576"
S1-669656621,"S2-369929002,S2-525639099,S2-426947858"
S1-211781405,"S2-446482837,S2-568114139,S2-991084688,S3-969971229,S3-582566522"
S1-585817685,
S1-815969598,"S2-710710651,S3-873276623,S3-106331334"
S1-224900527,"S2-859790489,S3-221352216,S3-587635175,S3-770911253"
S1-767760489,"S2-360898042,S2-562180800,S2-956827461,S3-703144323,S3-817324421,S3-620847134"
S1-405985678,"S2-686450,S2-60665869,S2-553314218,S2-743120557,S3-553752804,S3-948901896"
S1-529910908,"S2-149960436,S3-139418246,S3-141701096,S3-154796647"
S1-218801561,"S2-853161212,S2-616808647,S3-122545710"
S1-213682172,"S2-382424520,S3-417588939,S3-831290263"
S1-663100534,"S2-74724510,S2-363867473,S3-695332740,S3-839639200,S3-889306292,S3-968725879,S3-537136328"
S1-718022532,"S2-820528546,S2-187146389,S3-518409604,S3-905395915"
S1-420536235,"S2-220124578,S2-760077798,S2-121493520,S2-946891985,S3-550841779"
S1-303399679,"S2-906729360,S2-636018856,S2-708155381,S2-778866058,S3-760739480,S3-246284184,S3-835539519"
S1-138818986,
S1-954914452,"S2-307686181,S2-933125935,S2-482771219,S3-4460063"
S1-326563497,"S2-879087859,S2-647237545,S3-415636383,S3-316346536"
S1-763435966,"S2-95156658,S3-831912186"
S1-170052606,"S2-433336920,S2-296327261,S3-40440885,S3-745676654"
S1-336858318,"S2-738510462,S3-626733755"
S1-161470817,"S2-540427964,S2-447165061,S3-899253514,S3-993982387,S3-578114544,S3-412405080"
S1-511767771,"S3-373483136,S3-492391127"
S1-343571726,"S2-885689791,S3-469780497,S3-562356222"
S1-47387196,"S2-190884563,S2-772091984,S3-298712808,S3-720738781,S3-25261656"
S1-254876714,"S2-359447145,S2-296173304,S3-514526104,S3-839152348,S3-100286593"
S1-74059636,"S2-586654955,S2-203358515,S3-301977725,S3-117098957"
S1-751586044,S3-126946920
S1-742368029,"S2-305571529,S2-329761889,S2-449516033,S3-801775361,S3-378554412"
S1-446983862,"S2-582301531,S2-423890121,S2-848439846,S2-492154416,S3-614475537,S3-543257914,S3-536569364"
S1-236339811,
S1-372116925,"S2-573532165,S2-49887523,S2-542792121,S3-140891969"
S1-488827994,"S2-796177005,S2-738513038,S3-400097078,S3-798089684"
S1-603301761,"S2-399164806,S2-654788847,S3-597219459,S3-119952670"
S1-380655433,
S1-811771283,"S2-294245968,S2-531241829,S3-404670909"
S1-96230960,"S2-790062581,S2-238622636,S2-826700412,S2-8562583,S2-650632569,S3-882206733"
S1-177503250,"S2-725266272,S3-545720867,S3-65904661"
S1-851679045,"S2-589004846,S2-839598966,S3-560894135"
S1-801701729,"S2-25163154,S3-372961782,S3-103999264,S3-906557647"
S1-243831371,"S2-739090655,S2-132442880,S3-356001211,S3-366942921"
S1-14312993,"S2-363412047,S2-804429179,S3-888660481"
S1-870584425,"S2-79998853,S2-240125975,S3-426407552"
S1-818174269,"S2-250829336,S3-596106610"
S1-541396213,"S2-290501714,S3-275392437"
S1-587675233,"S3-452425701,S3-22904398"
S1-506510502,"S2-761232165,S2-248609973,S2-533265435,S3-228446243,S3-335927741"
S1-178984963,"S3-315880327,S3-144186918"
S1-632600758,"S2-698707783,S2-246559033"
S1-461274211,"S2-82247745,S3-262051740,S3-117388010,S3-350218902"
S1-688558807,S3-645973582
S1-926653095,"S2-17633047,S2-23414999,S2-201431900,S3-418911532"
S1-203505200,"S2-511629382,S2-581693219,S2-654419593,S2-400177775,S2-580925300,S3-960435445,S3-785212792"
S1-131159145,"S2-288649287,S3-59204294,S3-366501479,S3-474867577"
S1-470015146,"S2-356583958,S3-475921931,S3-157623755"
S1-703437476,"S2-104480186,S2-396535494,S2-740218990,S3-991698459,S3-267846750"
S1-304606562,"S2-110871518,S3-324605178"
S1-3017543,"S2-11973079,S3-858758868"
S1-946361014,"S2-240713259,S2-411370393,S3-712388647,S3-459309230,S3-979560293"
S1-582097617,"S2-368691354,S2-809410495,S3-2382266,S3-718834087,S3-67518248"
S1-378955236,"S2-756567102,S2-600917099,S2-733464384,S3-28323298"
S1-237564127,"S3-33515832,S3-693627927,S3-815611049"
S1-920021487,"S2-58220217,S2-118182838,S2-707857086,S2-298419442,S3-736392928"
S1-617084114,"S2-344174649,S2-471675926,S3-381475467"
S1-450191754,"S2-221710192,S2-628961511,S3-971323014,S3-367439396"
S1-626513377,
S1-737811564,"S2-305198390,S2-382597213,S3-976617091,S3-480939604,S3-584297583"
S1-442378909,"S2-340610815,S3-21797297,S3-924063030,S3-780405177"
S1-214747066,"S2-610325860,S2-432472281,S3-465530075,S3-651660889"
S1-237864519,"S2-817649435,S2-576880744,S3-791526049"
S1-3552418,"S2-975742195,S2-426089044,S3-780394464"
S1-534279288,"S2-307866947,S2-242073931,S3-439566251"
S1-819268957,"S2-599759081,S2-438193799,S3-977011060,S3-795144657,S3-402095357"
S1-745471806,"S2-130205111,S3-613178285"
S1-715761492,"S2-748430837,S2-285968734,S3-128294330"
S1-366907803,"S2-446926481,S2-991942331,S2-231064251,S3-844956229,S3-370618194,S3-820089508"
S1-263678639,"S2-741861946,S2-472495787,S3-697127561"
S1-362350503,"S2-820143079,S3-137424763,S3-503510024,S3-353341403"
S1-496530420,"S2-346894154,S2-555137276,S3-238107707,S3-76675232"
S1-764639422,"S2-933864609,S3-550394807"
S1-864493595,
S1-608107572,"S2-473795612,S2-547184409,S3-422139661"
S1-727274165,"S2-671699433,S2-69444123,S2-497342195,S3-340136160"
S1-296739598,"S2-920795479,S2-921887246,S2-526249663"
S1-147621530,S3-655857133
S1-176639719,"S2-617650736,S3-494277003,S3-666039187,S3-475735398"
S1-311241735,"S2-49543940,S2-564757267,S3-360953277,S3-732294847"
S1-965705561,"S2-510167118,S2-398269359,S2-286913615,S3-768355873,S3-653767742,S3-916494171"
S1-85390407,"S2-18993057,S2-857098744,S3-637555194,S3-847937077,S3-132168955"
S1-915816381,"S3-214362707,S3-803559286"
S1-490714819,"S2-517787648,S2-236438279,S2-906303936,S2-998399267,S3-505610086,S3-609913880,S3-914999926"
S1-892836850,"S2-724793017,S2-958498291,S3-725646320"
S1-652819467,"S2-726027350,S2-266134352,S2-952189658,S2-980385370,S3-248340586,S3-464604061"
S1-180641359,"S2-971834300,S2-906875131,S2-303820495,S3-208766201"
S1-614333693,"S2-614108011,S2-483908478,S2-665858175,S3-156153967,S3-415111165"
S1-379302553,"S2-690720898,S3-401262197,S3-252464123,S3-565385034"
S1-663384958,"S2-490086518,S3-548407714,S3-499632828"
S1-498206876,"S2-473499155,S3-345240007,S3-255627670,S3-300388902"
S1-714466622,"S2-608316194,S3-252966412"
S1-214011968,"S2-274506226,S2-618924408,S2-459192403,S3-853053158,S3-894709003"
S1-186130587,"S2-431181226,S2-342511216,S3-697366190"
S1-7907507,"S3-429337513,S3-956316048"
S1-544024044,"S2-963703414,S3-36452156,S3-374815670"
S1-438665752,"S2-245616467,S2-936308581,S3-795961218,S3-306614505"
S1-566529001,"S2-615250480,S3-839484764"
S1-66567944,"S2-24108726,S2-679135409,S3-97228888,S3-582519857,S3-715140418"
S1-360223077,"S2-284298536,S2-9295530"
S1-445947748,"S2-624296040,S2-676619989,S2-835396357,S2-526224970,S3-246340949,S3-844679630,S3-781882906"
S1-263825063,"S2-991797800,S2-187400116,S3-962288592,S3-280524135,S3-582877332"
S1-573678478,"S2-227035990,S2-335931443,S3-65910836"
S1-599685386,"S2-752645822,S2-939032638,S3-786951585"
S1-888041196,
S1-888901934,"S2-218727009,S2-938129966,S3-738514972"
S1-332536624,
S1-197450006,S2-151490557
S1-115385739,S2-608476188
S1-96570542,"S2-653656103,S2-120462433,S3-164594975,S3-213463758,S3-748279458,S3-15376653"
S1-423408147,"S2-647657060,S2-398797511"
S1-258178697,"S2-919618990,S2-461825370,S3-341543085,S3-22550705"
S1-788874095,"S3-649956126,S3-30489933"
S1-789509526,"S2-388578789,S3-948358311"
S1-948571121,"S2-309158335,S2-508043801,S3-672561592,S3-51206704"
S1-463239054,"S2-782541802,S3-930792648,S3-771240446,S3-489230875"
S1-849958134,"S2-787345580,S2-33046712,S3-79177468"
S1-389076353,S2-355886875
S1-10270613,"S2-687560904,S2-201424903,S2-891217152,S2-377708105,S3-767128566,S3-184749420"
S1-957157674,"S2-628146907,S2-435078556,S3-60429945"
S1-563491823,"S2-602752671,S2-336006445,S3-861713149"
S1-566406881,"S2-652912610,S2-567083761,S2-969327783,S3-854954846,S3-604630320,S3-277427514"
S1-573044508,"S2-759589969,S2-108468451,S3-631546629,S3-993779956,S3-753496910"
S1-694035926,"S2-901644001,S2-792373896,S3-172209815,S3-316416249,S3-485683199,S3-21081965"
S1-207689340,"S2-627439336,S2-352769076,S3-578892320,S3-701984499,S3-575558976"
S1-134959121,"S2-854835938,S2-600387241,S3-338708625"
S1-549398576,"S2-25154230,S2-361552545,S2-905084484,S3-273210084,S3-281989777"
S1-386236650,"S2-972603090,S2-98334250,S3-469611532"
S1-49844987,"S2-852908965,S2-524120590,S3-938230876,S3-433566542"
S1-810330522,
S1-214947350,"S2-228150735,S3-240035341,S3-823167300"
S1-753357664,"S2-291241789,S3-162472740,S3-507312725,S3-589683643"
S1-461597566,"S2-506450906,S2-855749013"
S1-747004160,"S2-502143129,S2-193915670"
